순번,시험명,시험구분,회차,시험일,시험시작시간,접수시작일,접수마감일,시험장소,합격자발표일,시험유형
1,DAsP(데이터아키텍처 준전문가),일반검정,1,2006-03-25,09:00:00,2005-12-26,2006-01-25,제1회 DAsP : (서울)연세대학교 법과대학,2006-04-25,필기
2,DAP(국가공인 데이터아키텍처 전문가),일반검정,1,2006-03-25,09:00:00,2005-12-26,2006-01-25,제1회 DAP : (서울)연세대학교 법과대학,2006-04-25,필기
3,DAsP(데이터아키텍처 준전문가),일반검정,2,2006-07-15,09:00:00,2006-03-26,2006-05-15,제2회 DAsP : (서울)연세대학교 법과대학,2006-08-15,필기
4,DAP(국가공인 데이터아키텍처 전문가),일반검정,2,2006-07-15,09:00:00,2006-03-26,2006-05-15,제2회 DAP : (서울)연세대학교 법과대학,2006-08-15,필기
5,DAsP(데이터아키텍처 준전문가),일반검정,3,2006-11-11,09:00:00,2006-07-16,2006-09-11,제3회 DAsP : (서울)연세대학교 법과대학,2006-12-11,필기
6,DAP(국가공인 데이터아키텍처 전문가),일반검정,3,2006-11-11,09:00:00,2006-07-16,2006-09-11,제3회 DAP : (서울)연세대학교 법과대학,2006-12-11,필기
7,DAP(국가공인 데이터아키텍처 전문가),일반검정,4,2007-03-17,09:00:00,2006-11-12,2007-01-17,제4회 DAP : (서울)연세대학교 법과대학,2007-04-17,필기
8,DAsP(데이터아키텍처 준전문가),일반검정,4,2007-03-17,09:00:00,2006-11-12,2007-01-17,제4회 DAsP : 동국대학교 사회과학관(동국관) 4층,2007-04-17,필기
9,DAsP(데이터아키텍처 준전문가),일반검정,5,2007-07-14,09:00:00,2007-03-18,2007-05-14,제5회 DAsP : (부산) 부경대학교 종합강의동,2007-08-14,필기
10,DAsP(데이터아키텍처 준전문가),일반검정,5,2007-07-14,09:00:00,2007-03-18,2007-05-14,제5회 DAsP : (서울) 동국대학교 법학관(만해관)2층,2007-08-14,필기
11,DAP(국가공인 데이터아키텍처 전문가),일반검정,5,2007-07-14,09:00:00,2007-03-18,2007-05-14,제5회 DAP : (서울)연세대학교 법과대학,2007-08-14,필기
12,DAsP(데이터아키텍처 준전문가),특별검정,1,2007-11-17,09:00:00,2007-07-15,2007-09-17,[특별검정] 제1회 DAsP : 인하공업전문대학교,2007-12-17,필기
13,DAP(국가공인 데이터아키텍처 전문가),일반검정,6,2007-11-17,09:00:00,2007-07-15,2007-09-17,제6회 DAP : (서울)연세대학교 법과대학,2007-12-17,필기
14,DAsP(데이터아키텍처 준전문가),일반검정,1,2007-11-17,09:00:00,2007-07-15,2007-09-17,제1회 DAsP : (서울)연세대학교 법과대학,2007-12-17,필기
15,DAP(국가공인 데이터아키텍처 전문가),일반검정,1,2007-11-17,09:00:00,2007-07-15,2007-09-17,제1회 DAP : (서울)연세대학교 법과대학,2007-12-17,필기
16,DAsP(데이터아키텍처 준전문가),일반검정,6,2008-03-15,09:00:00,2007-11-18,2008-01-15,제6회 DAsP : (서울)동국대학교 문화관,2008-04-15,필기
17,DAP(국가공인 데이터아키텍처 전문가),일반검정,7,2008-03-15,09:00:00,2007-11-18,2008-01-15,제7회 DAP : (서울)연세대학교 법과대학,2008-04-15,필기
18,DAsP(데이터아키텍처 준전문가),일반검정,2,2008-03-15,09:00:00,2007-11-18,2008-01-15,제2회 DAsP : (서울)연세대학교 법과대학,2008-04-15,필기
19,DAP(국가공인 데이터아키텍처 전문가),일반검정,2,2008-03-15,09:00:00,2007-11-18,2008-01-15,제2회 DAP : (서울)연세대학교 법과대학,2008-04-15,필기
20,DAsP(데이터아키텍처 준전문가),일반검정,7,2008-07-12,09:00:00,2008-03-16,2008-05-12,제7회 DAsP : (서울)동국대학교 법학관,2008-08-12,필기
21,DAP(국가공인 데이터아키텍처 전문가),일반검정,8,2008-07-12,09:00:00,2008-03-16,2008-05-12,제8회 DAP : (서울)연세대학교 법과대학,2008-08-12,필기
22,DAsP(데이터아키텍처 준전문가),일반검정,3,2008-07-12,09:00:00,2008-03-16,2008-05-12,제3회 DAsP : (서울)연세대학교 법과대학,2008-08-12,필기
23,DAP(국가공인 데이터아키텍처 전문가),일반검정,3,2008-07-12,09:00:00,2008-03-16,2008-05-12,제3회 DAP : (서울)연세대학교 법과대학,2008-08-12,필기
24,DAP(국가공인 데이터아키텍처 전문가),일반검정,9,2008-11-15,13:00:00,2008-07-13,2008-09-15,제9회 DAP : 동국대학교 사회과학관(동국관) 4층,2008-12-15,필기
25,DAP(국가공인 데이터아키텍처 전문가),일반검정,4,2008-11-15,09:00:00,2008-07-13,2008-09-15,제4회 DAP : (서울)연세대학교 법과대학,2008-12-15,필기
26,DAsP(데이터아키텍처 준전문가),일반검정,4,2008-11-15,09:00:00,2008-07-13,2008-09-15,제4회 DAsP : 동국대학교 사회과학관(동국관) 4층,2008-12-15,필기
27,DAsP(데이터아키텍처 준전문가),특별검정,2,2009-02-21,13:00:00,2008-11-16,2008-12-21,[특별검정] 제2회 DAsP : 인하공업전문대학교,2009-03-21,필기
28,DAP(국가공인 데이터아키텍처 전문가),일반검정,10,2009-02-21,13:00:00,2008-11-16,2008-12-21,제10회 DAP : (부산) 부경대학교 종합강의동,2009-03-21,필기
29,DAP(국가공인 데이터아키텍처 전문가),일반검정,10,2009-02-21,13:00:00,2008-11-16,2008-12-21,제10회 DAP : (서울) 동국대학교 법학관(만해관)2층,2009-03-21,필기
30,DAsP(데이터아키텍처 준전문가),일반검정,5,2009-02-21,09:00:00,2008-11-16,2008-12-21,제5회 DAsP : (부산) 부경대학교 종합강의동,2009-03-21,필기
31,DAsP(데이터아키텍처 준전문가),일반검정,5,2009-02-21,09:00:00,2008-11-16,2008-12-21,제5회 DAsP : (서울) 동국대학교 법학관(만해관)2층,2009-03-21,필기
32,DAP(국가공인 데이터아키텍처 전문가),일반검정,5,2009-02-21,09:00:00,2008-11-16,2008-12-21,제5회 DAP : (서울)연세대학교 법과대학,2009-03-21,필기
33,DAsP(데이터아키텍처 준전문가),특별검정,3,2009-07-11,13:00:00,2009-02-22,2009-05-11,[특별검정] 제3회 DAsP : 삼육대학교,2009-08-11,필기
34,DAP(국가공인 데이터아키텍처 전문가),일반검정,11,2009-07-11,13:00:00,2009-02-22,2009-05-11,제11회 DAP : (서울)동국대학교 문화관,2009-08-11,필기
35,DAsP(데이터아키텍처 준전문가),일반검정,6,2009-07-11,09:00:00,2009-02-22,2009-05-11,제6회 DAsP : (서울)동국대학교 문화관,2009-08-11,필기
36,DAP(국가공인 데이터아키텍처 전문가),일반검정,6,2009-07-11,09:00:00,2009-02-22,2009-05-11,제7회 DAP : (서울)연세대학교 법과대학,2009-08-11,필기
37,DAsP(데이터아키텍처 준전문가),일반검정,8,2009-11-14,13:00:00,2009-07-12,2009-09-14,제8회 DAsP : (서울)동국대학교 법학관,2009-12-14,필기
38,DAP(국가공인 데이터아키텍처 전문가),일반검정,12,2009-11-14,13:00:00,2009-07-12,2009-09-14,제12회 DAP : (서울)동국대학교 법학관,2009-12-14,필기
39,DAsP(데이터아키텍처 준전문가),일반검정,7,2009-11-14,13:00:00,2009-07-12,2009-09-14,제7회 DAsP : (서울)동국대학교 법학관,2009-12-14,필기
40,DAP(국가공인 데이터아키텍처 전문가),일반검정,8,2009-11-14,13:00:00,2009-07-12,2009-09-14,제8회 DAP : (서울)연세대학교 법과대학,2009-12-14,필기
41,DAsP(데이터아키텍처 준전문가),특별검정,2,2009-11-30,13:00:00,2009-11-25,2009-11-29,[특별검정] 제2회 DAsP : 인하공업전문대학교,2009-12-10,필기
42,DAP(국가공인 데이터아키텍처 전문가),일반검정,10,2009-11-30,13:00:00,2009-11-25,2009-11-29,제10회 DAP : (부산) 부경대학교 종합강의동,2009-12-10,필기
43,DAP(국가공인 데이터아키텍처 전문가),일반검정,10,2009-11-30,13:00:00,2009-11-25,2009-11-29,제10회 DAP : (서울) 동국대학교 법학관(만해관)2층,2009-12-10,필기
44,DAsP(데이터아키텍처 준전문가),특별검정,1,2009-12-05,09:00:00,2009-11-01,2009-12-01,[특별검정] 제1회 DAsP : 인하공업전문대학교,2009-12-24,필기
45,DAP(국가공인 데이터아키텍처 전문가),일반검정,6,2009-12-05,09:00:00,2009-11-01,2009-12-01,제6회 DAP : (서울)연세대학교 법과대학,2009-12-24,필기
46,DAsP(데이터아키텍처 준전문가),특별검정,3,2009-12-15,13:00:00,2009-12-01,2009-12-14,[특별검정] 제3회 DAsP : 삼육대학교,2009-12-30,필기
47,DAP(국가공인 데이터아키텍처 전문가),일반검정,11,2009-12-15,13:00:00,2009-12-01,2009-12-14,제11회 DAP : (서울)동국대학교 문화관,2009-12-30,필기
48,DAP(국가공인 데이터아키텍처 전문가),일반검정,13,2010-03-13,13:00:00,2009-11-15,2010-01-31,제13회 DAP : (서울)동국대학교 법학관,2010-04-12,필기
49,DAsP(데이터아키텍처 준전문가),일반검정,8,2010-03-13,13:00:00,2009-11-15,2010-01-31,제8회 DAsP : (서울)동국대학교 법학관,2010-04-12,필기
50,DAP(국가공인 데이터아키텍처 전문가),일반검정,12,2010-03-13,13:00:00,2009-11-15,2010-01-31,제12회 DAP : (서울)동국대학교 법학관,2010-04-12,필기
51,DAP(국가공인 데이터아키텍처 전문가),일반검정,14,2010-07-10,13:00:00,2010-03-14,2010-05-10,제14회 DAP : (서울)동국대학교 법학관,2010-08-10,필기
52,DAsP(데이터아키텍처 준전문가),일반검정,9,2010-07-10,13:00:00,2010-03-14,2010-05-10,제9회 DAsP : (서울)동국대학교 법학관,2010-08-10,필기
53,DAsP(데이터아키텍처 준전문가),일반검정,10,2010-11-13,13:00:00,2010-07-11,2010-09-13,제10회 DAsP : (서울) 경기대학교,2010-12-13,필기
54,DAP(국가공인 데이터아키텍처 전문가),일반검정,15,2010-11-13,13:00:00,2010-07-11,2010-09-13,제15회 DAP : (서울) 경기대학교,2010-12-13,필기
55,SQLD(국가공인 SQL 개발자),일반검정,1,2010-12-04,13:00:00,2010-09-27,2010-10-31,제1회 SQLD : (서울) 덕성여대 평생교육원,2011-01-03,필기
56,SQLP(국가공인 SQL 전문가),일반검정,1,2010-12-04,13:00:00,2010-09-27,2010-10-31,제1회 SQLP : (서울) 덕성여대 평생교육원,2011-01-03,필기
57,DAsP(데이터아키텍처 준전문가),특별검정,4,2010-12-08,18:00:00,2010-11-29,2010-12-06,[특별검정] 제4회 DAsP : 삼육대학교,2010-12-31,필기
58,DAP(국가공인 데이터아키텍처 전문가),일반검정,16,2011-03-12,13:00:00,2010-11-14,2011-01-13,제16회 DAP : (서울)동국대학교 법학관,2011-04-13,필기
59,DAsP(데이터아키텍처 준전문가),일반검정,11,2011-03-12,13:00:00,2010-11-14,2011-01-13,제11회 DAsP : (서울) 동국대학교 법학관,2011-04-13,필기
60,SQLP(국가공인 SQL 전문가),일반검정,2,2011-03-26,13:00:00,2010-12-05,2011-01-26,제2회 SQLP : (부산) 부경대학교,2011-04-26,필기
61,SQLP(국가공인 SQL 전문가),일반검정,2,2011-03-26,13:00:00,2010-12-05,2011-01-26,제2회 SQLP : (서울) 동국대학교,2011-04-26,필기
62,SQLD(국가공인 SQL 개발자),일반검정,2,2011-03-26,13:00:00,2010-12-05,2011-01-26,제2회 SQLD : (부산) 부경대학교,2011-04-26,필기
63,SQLD(국가공인 SQL 개발자),일반검정,2,2011-03-26,13:00:00,2010-12-05,2011-01-26,제2회 SQLD : (서울) 동국대학교,2011-04-26,필기
64,SQLD(국가공인 SQL 개발자),특별검정,1,2011-06-30,10:00:00,2011-06-21,2011-06-28,[특별검정] 제1회 SQLD : 국민건강보험공단,2011-07-15,필기
65,DAsP(데이터아키텍처 준전문가),일반검정,12,2011-07-09,13:00:00,2011-03-13,2011-05-09,제12회 DAsP : (서울) 동국대학교 학림관,2011-08-09,필기
66,DAP(국가공인 데이터아키텍처 전문가),일반검정,17,2011-07-09,13:00:00,2011-03-13,2011-05-09,제17회 DAP : (서울) 동국대학교 학림관,2011-08-09,필기
67,SQLP(국가공인 SQL 전문가),일반검정,3,2011-07-23,13:00:00,2011-03-27,2011-05-23,제3회 SQLP : (부산) 부경대학교,2011-08-23,필기
68,SQLP(국가공인 SQL 전문가),일반검정,3,2011-07-23,13:00:00,2011-03-27,2011-05-23,제3회 SQLP : (서울) 덕성여대 평생교육원,2011-08-23,필기
69,SQLD(국가공인 SQL 개발자),일반검정,3,2011-07-23,13:00:00,2011-03-27,2011-05-23,제3회 SQLD : (부산) 부경대학교,2011-08-23,필기
70,SQLD(국가공인 SQL 개발자),일반검정,3,2011-07-23,13:00:00,2011-03-27,2011-05-23,제3회 SQLD : (서울) 덕성여대 평생교육원,2011-08-23,필기
71,DAsP(데이터아키텍처 준전문가),일반검정,13,2011-11-12,13:00:00,2011-07-10,2011-09-15,제13회 DAsP : (부산) 부경대학교,2011-12-12,필기
72,DAsP(데이터아키텍처 준전문가),일반검정,13,2011-11-12,13:00:00,2011-07-10,2011-09-15,제13회 DAsP : (서울) 동국대학교 문화관,2011-12-12,필기
73,DAP(국가공인 데이터아키텍처 전문가),일반검정,18,2011-11-12,13:00:00,2011-07-10,2011-09-15,제18회 DAP : (부산) 부경대학교,2011-12-12,필기
74,DAP(국가공인 데이터아키텍처 전문가),일반검정,18,2011-11-12,13:00:00,2011-07-10,2011-09-15,제18회 DAP : (서울) 동국대학교 문화관,2011-12-12,필기
75,SQLP(국가공인 SQL 전문가),일반검정,4,2011-11-26,13:00:00,2011-07-24,2011-09-29,제4회 SQLP : (부산) 부산대학교 제2공학관(2101호),2011-12-26,필기
76,SQLP(국가공인 SQL 전문가),일반검정,4,2011-11-26,13:00:00,2011-07-24,2011-09-29,제4회 SQLP : (서울) 동국대학교 문화관,2011-12-26,필기
77,SQLD(국가공인 SQL 개발자),일반검정,4,2011-11-26,13:00:00,2011-07-24,2011-09-29,제4회 SQLD : (부산) 부산대학교 제2공학관(2101호),2011-12-26,필기
78,SQLD(국가공인 SQL 개발자),일반검정,4,2011-11-26,13:00:00,2011-07-24,2011-09-29,제4회 SQLD : (서울) 동국대학교 문화관,2011-12-26,필기
79,DAsP(데이터아키텍처 준전문가),특별검정,5,2011-12-07,18:00:00,2011-11-25,2011-12-05,[특별검정] DAsP 삼육대학교 특별검정,2011-12-14,필기
80,DAP(국가공인 데이터아키텍처 전문가),일반검정,19,2012-02-11,13:00:00,2011-11-13,2011-12-31,제19회 DAP : (서울) 동국대학교 법학관,2012-03-12,필기
81,DAP(국가공인 데이터아키텍처 전문가),일반검정,19,2012-02-11,13:00:00,2011-11-13,2011-12-31,제19회 DAP : (부산) 부경대학교 대연캠퍼스,2012-03-12,필기
82,DAsP(데이터아키텍처 준전문가),일반검정,14,2012-02-11,13:00:00,2011-11-13,2011-12-31,제14회 DAsP : (부산) 부경대학교 대연캠퍼스,2012-03-12,필기
83,DAsP(데이터아키텍처 준전문가),일반검정,14,2012-02-11,13:00:00,2011-11-13,2011-12-31,제14회 DAsP : (서울) 동국대학교 법학관,2012-03-12,필기
84,SQLP(국가공인 SQL 전문가),일반검정,5,2012-04-14,13:00:00,2011-11-27,2012-02-14,제5회 SQLP : (부산) 부경대학교 대연캠퍼스,2012-05-14,필기
85,SQLP(국가공인 SQL 전문가),일반검정,5,2012-04-14,13:00:00,2011-11-27,2012-02-14,제5회 SQLP : (서울) 동국대학교 문화관,2012-05-14,필기
86,SQLD(국가공인 SQL 개발자),일반검정,5,2012-04-14,13:00:00,2011-11-27,2012-02-14,제5회 SQLD : (부산) 부경대학교 대연캠퍼스,2012-05-14,필기
87,SQLD(국가공인 SQL 개발자),일반검정,5,2012-04-14,13:00:00,2011-11-27,2012-02-14,제5회 SQLD : (서울) 동국대학교 문화관,2012-05-14,필기
88,DAP(국가공인 데이터아키텍처 전문가),일반검정,20,2012-06-09,13:00:00,2012-02-12,2012-04-09,제20회 DAP : (부산) 부경대학교 대연캠퍼스,2012-07-09,필기
89,DAP(국가공인 데이터아키텍처 전문가),일반검정,20,2012-06-09,13:00:00,2012-02-12,2012-04-09,제20회 DAP : (서울) 동국대학교 명진관,2012-07-09,필기
90,DAsP(데이터아키텍처 준전문가),일반검정,15,2012-06-09,13:00:00,2012-02-12,2012-04-09,제15회 DAsP : (부산) 부경대학교 대연캠퍼스,2012-07-09,필기
91,DAsP(데이터아키텍처 준전문가),일반검정,15,2012-06-09,13:00:00,2012-02-12,2012-04-09,제15회 DAsP : (서울) 동국대학교 명진관,2012-07-09,필기
92,SQLD(국가공인 SQL 개발자),특별검정,2,2012-06-14,10:00:00,2012-05-24,2012-06-02,[특별검정] 제2회 SQLD : 청주대학교,2012-06-22,필기
93,SQLD(국가공인 SQL 개발자),특별검정,2,2012-06-14,10:00:00,2012-05-24,2012-06-02,[특별검정] 제2회 SQLD : 삼육대학교,2012-06-22,필기
94,SQLP(국가공인 SQL 전문가),일반검정,6,2012-08-11,13:00:00,2012-04-15,2012-06-11,제6회 SQLP : (부산) 부경대학교 대연캠퍼스,2012-09-03,필기
95,SQLP(국가공인 SQL 전문가),일반검정,6,2012-08-11,13:00:00,2012-04-15,2012-06-11,제6회 SQLP : (서울) 숭실대학교 형남공학관 1층,2012-09-03,필기
96,SQLD(국가공인 SQL 개발자),일반검정,6,2012-08-11,13:00:00,2012-04-15,2012-06-11,제6회 SQLD : (부산) 부경대학교 대연캠퍼스,2012-09-03,필기
97,SQLD(국가공인 SQL 개발자),일반검정,6,2012-08-11,13:00:00,2012-04-15,2012-06-11,제6회 SQLD : (서울) 숭실대학교 형남공확관 1층,2012-09-03,필기
98,DAP(국가공인 데이터아키텍처 전문가),일반검정,21,2012-10-13,13:00:00,2012-06-10,2012-08-13,제21회 DAP : (부산) 부경대학교 대연캠퍼스,2012-11-06,필기
99,DAP(국가공인 데이터아키텍처 전문가),일반검정,21,2012-10-13,13:00:00,2012-06-10,2012-08-13,제21회 DAP : (서울) 성동공업고등학교 미래관,2012-11-06,필기
100,DAsP(데이터아키텍처 준전문가),일반검정,16,2012-10-13,13:00:00,2012-06-10,2012-08-13,제16회 DAsP : (부산) 부경대학교 대연캠퍼스,2012-11-06,필기
101,DAsP(데이터아키텍처 준전문가),일반검정,16,2012-10-13,13:00:00,2012-06-10,2012-08-13,제16회 DAsP : (서울) 성동공업고등학교 미래관,2012-11-06,필기
102,DAsP(데이터아키텍처 준전문가),특별검정,6,2012-12-05,18:30:00,2012-11-22,2012-12-03,[특별검정] 제6회 DAsP : 삼육대학교,2012-12-13,필기
103,SQLP(국가공인 SQL 전문가),일반검정,7,2012-12-08,13:00:00,2012-08-12,2012-10-08,제7회 SQLP: (부산) 부경대학교 대연캠퍼스,2012-12-27,필기
104,SQLP(국가공인 SQL 전문가),일반검정,7,2012-12-08,13:00:00,2012-08-12,2012-10-08,제7회 SQLP : (서울) 숭실대학교 전산관(2층),2012-12-27,필기
105,SQLD(국가공인 SQL 개발자),특별검정,7,2012-12-08,13:00:00,2012-08-12,2012-10-08,[특별검정]SQLD : 충북대학교,2012-12-27,필기
106,SQLD(국가공인 SQL 개발자),일반검정,7,2012-12-08,13:00:00,2012-08-12,2012-10-08,제7회 SQLD : (부산) 부경대학교 대연캠퍼스,2012-12-27,필기
107,SQLD(국가공인 SQL 개발자),일반검정,7,2012-12-08,13:00:00,2012-08-12,2012-10-08,제7회 SQLD : (서울) 숭실대학교 전산관(4층),2012-12-27,필기
108,SQLD(국가공인 SQL 개발자),일반검정,8,2013-03-09,13:00:00,2012-12-17,2013-02-15,제8회 SQLD : (부산) 부경대학교 대연캠퍼스,2013-04-09,필기
109,SQLD(국가공인 SQL 개발자),일반검정,8,2013-03-09,13:00:00,2012-12-17,2013-02-15,제8회 SQLD : (서울) 동국대학교 명진관,2013-04-09,필기
110,SQLP(국가공인 SQL 전문가),일반검정,8,2013-03-09,13:00:00,2012-12-17,2013-02-15,제8회 SQLP : (부산) 부경대학교 대연캠퍼스,2013-04-09,필기
111,SQLP(국가공인 SQL 전문가),일반검정,8,2013-03-09,13:00:00,2012-12-17,2013-02-15,제8회 SQLP : (서울) 동국대학교 명진관,2013-04-09,필기
112,DAP(국가공인 데이터아키텍처 전문가),일반검정,22,2013-05-25,13:00:00,2013-01-02,2013-05-03,제22회 DAP : (서울) 숭실대 조만식기념관,2013-06-25,필기
113,DAP(국가공인 데이터아키텍처 전문가),일반검정,22,2013-05-25,13:00:00,2013-01-02,2013-05-03,제22회 DAP : (부산)  부경대학교 대연캠퍼스,2013-06-25,필기
114,DAsP(데이터아키텍처 준전문가),일반검정,17,2013-05-25,13:00:00,2013-01-02,2013-05-03,제17회 DAsP : (부산)  부경대학교 대연캠퍼스,2013-06-25,필기
115,DAsP(데이터아키텍처 준전문가),일반검정,17,2013-05-25,13:00:00,2013-01-02,2013-05-03,제17회 DAsP : (대전) 충남대학교,2013-06-25,필기
116,DAsP(데이터아키텍처 준전문가),일반검정,17,2013-05-25,13:00:00,2013-01-02,2013-05-03,제17회 DAsP : (서울) 숭실대학교 전산관(4층),2013-06-25,필기
117,SQLP(국가공인 SQL 전문가),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLP : (대전)  충남대학교,2013-07-08,필기
118,SQLP(국가공인 SQL 전문가),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLP : (부산) 부경대학교 대연캠퍼스,2013-07-08,필기
119,SQLP(국가공인 SQL 전문가),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLP : (서울) 숭실대학교 형남공학관 1층,2013-07-08,필기
120,SQLD(국가공인 SQL 개발자),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLD : (대전) 충남대학교,2013-07-08,필기
121,SQLD(국가공인 SQL 개발자),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLD : (부산) 부경대학교 대연캠퍼스,2013-07-08,필기
122,SQLD(국가공인 SQL 개발자),일반검정,9,2013-06-08,13:00:00,2013-03-10,2013-05-16,제9회 SQLD : (서울) 숭실대학교 전산관 4층,2013-07-08,필기
123,SQLD(국가공인 SQL 개발자),일반검정,9,2013-06-08,13:00:00,2013-05-07,2013-05-16,제9회 SQLD : (서울) 숭실대학교 형남공학관 3층,2013-07-08,필기
124,DAP(국가공인 데이터아키텍처 전문가),일반검정,23,2013-08-24,13:00:00,2013-05-26,2013-08-02,제23회 DAP : (부산) 부경대학교 대연캠퍼스,2013-09-24,필기
125,DAP(국가공인 데이터아키텍처 전문가),일반검정,23,2013-08-24,13:00:00,2013-05-26,2013-08-02,제23회 DAP : (서울) 숭실대학교 진리관 3층,2013-09-24,필기
126,DAsP(데이터아키텍처 준전문가),일반검정,18,2013-08-24,13:00:00,2013-05-26,2013-08-02,제18회 DAsP : (부산) 부경대학교 대연캠퍼스,2013-09-24,필기
127,DAsP(데이터아키텍처 준전문가),일반검정,18,2013-08-24,13:00:00,2013-05-26,2013-08-02,"제18회 DAsP : (서울) 숭실대학교 진리관 4층,5층",2013-09-24,필기
128,SQLP(국가공인 SQL 전문가),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,제10회 SQLP : (대전) 충남대학교,2013-10-14,필기
129,SQLP(국가공인 SQL 전문가),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,제10회 SQLP : (부산) 부경대 대연캠퍼스,2013-10-14,필기
130,SQLP(국가공인 SQL 전문가),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,제10회 SQLP : (서울) 동국대학교 문화관 3층,2013-10-14,필기
131,SQLD(국가공인 SQL 개발자),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,제10회 SQLD : (대전) 충남대학교,2013-10-14,필기
132,SQLD(국가공인 SQL 개발자),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,제10회 SQLD : (부산) 부경대 대연캠퍼스,2013-10-14,필기
133,SQLD(국가공인 SQL 개발자),일반검정,10,2013-09-14,13:00:00,2013-06-09,2013-08-23,"제10회 SQLD : (서울) 동국대학교 문화관 3,4층",2013-10-14,필기
134,DAP(국가공인 데이터아키텍처 전문가),일반검정,24,2013-11-23,13:00:00,2013-08-25,2013-11-01,제24회 DAP : (서울)동국대학교 동국관 3층,2013-12-23,필기
135,DAP(국가공인 데이터아키텍처 전문가),일반검정,24,2013-11-23,13:00:00,2013-08-25,2013-11-01,제24회 DAP : (부산) 부경대학교 대연캠퍼스 누리관2층,2013-12-23,필기
136,DAsP(데이터아키텍처 준전문가),일반검정,19,2013-11-23,13:00:00,2013-08-25,2013-11-01,제19회 DAsP : (대전)대전대학교 공학관 4층,2013-12-23,필기
137,DAsP(데이터아키텍처 준전문가),일반검정,19,2013-11-23,13:00:00,2013-08-25,2013-11-01,제19회 DAsP :  (부산) 부경대학교 대연캠퍼스 누리관2층,2013-12-23,필기
138,DAsP(데이터아키텍처 준전문가),일반검정,19,2013-11-23,13:00:00,2013-08-25,2013-11-01,제19회 DAsP : (서울)동국대학교 동국관 3층,2013-12-23,필기
139,SQLP(국가공인 SQL 전문가),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLP : (대전)충남대학교 공과대학 5호관4층,2013-12-30,필기
140,SQLP(국가공인 SQL 전문가),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLP : (부산) 부경대학교 대연캠퍼스 누리관2층,2013-12-30,필기
141,SQLP(국가공인 SQL 전문가),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLP : (서울)동국대학교 명진관,2013-12-30,필기
142,SQLD(국가공인 SQL 개발자),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLD : (대전)충남대학교 공과대학 5호관4층,2013-12-30,필기
143,SQLD(국가공인 SQL 개발자),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLD : (부산) 부경대학교 대연캠퍼스 누리관2층,2013-12-30,필기
144,SQLD(국가공인 SQL 개발자),일반검정,11,2013-12-14,13:00:00,2013-09-15,2013-11-22,제11회 SQLD : (서울)동국대학교 명진관,2013-12-30,필기
145,DAsP(데이터아키텍처 준전문가),특별검정,7,2013-12-20,11:00:00,2013-12-02,2013-12-13,[특별검정] 제7회 DAsP : 삼육대학교/건국대학교,2013-12-24,필기
146,SQLP(국가공인 SQL 전문가),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,제12회 SQLP : (대전) 충남대학교 공과대학 5호관4층,2014-04-08,필기
147,SQLP(국가공인 SQL 전문가),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,제12회 SQLP : (부산) 부경대학교 대연캠퍼스 누리관2층,2014-04-08,필기
148,SQLP(국가공인 SQL 전문가),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,"제12회 SQLP : (서울) 동국대학교 문화관 3,4층",2014-04-08,필기
149,SQLD(국가공인 SQL 개발자),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,제12회 SQLD : (대전) 충남대학교 공과대학 5호관4층,2014-04-08,필기
150,SQLD(국가공인 SQL 개발자),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,제12회 SQLD : (부산) 부경대학교 대연캠퍼스 누리관2층,2014-04-08,필기
151,SQLD(국가공인 SQL 개발자),일반검정,12,2014-03-08,13:00:00,2013-12-16,2014-02-14,"제12회 SQLD : (서울) 동국대학교 문화관 3,4층",2014-04-08,필기
152,DAsP(데이터아키텍처 준전문가),일반검정,20,2014-03-29,13:00:00,2013-11-25,2014-03-07,제20회 DAsP : (부산) 부경대학교 대연캠퍼스 누리관,2014-04-29,필기
