순번,시험명,시험구분,회차,시험일,시험시작시간,접수시작일,접수마감일,시험장소,합격자발표일,시험유형
445,DAP(국가공인 데이터아키텍처 전문가),일반검정,35,2017-03-25,13:00:00,2017-01-01,2017-03-13,제35회 DAP : (부산) 경성대학교 건학기념관(30호관) 401호,2017-04-25,필기
446,DAP(국가공인 데이터아키텍처 전문가),일반검정,35,2017-03-25,13:00:00,2017-01-01,2017-03-13,제35회 DAP : (대전) 충남대학교 공과대학 2호관 258A,2017-04-25,필기
447,DAP(국가공인 데이터아키텍처 전문가),일반검정,35,2017-03-25,13:00:00,2017-01-01,2017-03-13,제35회 DAP : (서울) 동국대학교 문화관 3층,2017-04-25,필기
448,DAsP(데이터아키텍처 준전문가),일반검정,30,2017-03-25,13:00:00,2017-01-01,2017-03-13,제30회 DAsP : (서울) 동국대학교 문화관 3층,2017-04-25,필기
449,DAsP(데이터아키텍처 준전문가),일반검정,30,2017-03-25,13:00:00,2017-01-01,2017-03-13,제30회 DAsP : (부산) 경성대학교 건학기념관(30호관) 401호,2017-04-25,필기
450,DAsP(데이터아키텍처 준전문가),일반검정,30,2017-03-25,13:00:00,2017-01-01,2017-03-13,제30회 DAsP : (대전) 충남대학교 공과대학 2호관 258A,2017-04-25,필기
451,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-04-29,13:00:00,2017-01-01,2017-04-17,제8회 ADP 실기: (서울) 한국데이터진흥원,2017-05-30,실기
452,ADP(국가공인 데이터분석 전문가),전환검정,2,2017-04-29,13:00:00,2017-01-01,2017-04-17,제2회차 ADP 실기 전환검정: (서울) 한국데이터진흥원,2017-05-30,실기
453,ADsP(국가공인 데이터분석 준전문가),일반검정,13,2017-05-27,13:00:00,2017-03-06,2017-05-15,제13회 ADsP : (광주) 김대중컨벤션센터 중소회의실,2017-06-27,필기
454,ADsP(국가공인 데이터분석 준전문가),일반검정,13,2017-05-27,13:00:00,2017-03-06,2017-05-15,제13회 ADsP : (부산) 경성대학교 건학기념관 5층 30호관,2017-06-27,필기
455,ADsP(국가공인 데이터분석 준전문가),일반검정,13,2017-05-27,13:00:00,2017-03-06,2017-05-15,"제13회 ADsP : (대구) 영남이공대학교 컴퓨터정보관 2층 121호, 122호",2017-06-27,필기
456,ADsP(국가공인 데이터분석 준전문가),일반검정,13,2017-05-27,13:00:00,2017-03-06,2017-05-15,"제13회 ADsP : (대전) 충남대학교 공과대학 2호관 258A, 258B",2017-06-27,필기
457,ADsP(국가공인 데이터분석 준전문가),일반검정,13,2017-05-27,13:00:00,2017-03-06,2017-05-15,제13회 ADsP : (서울) 건국대학교 공학관 B동 ,2017-06-27,필기
458,DAsP(데이터아키텍처 준전문가),특별검정,14,2017-06-01,13:00:00,2017-05-10,2017-05-23,특별검정 제14회 DAsP: 서울여자대학교,2017-07-01,필기
459,SQLP(국가공인 SQL 전문가),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLP : (광주) 김대중컨벤션센터 중소회의실 204호,2017-07-11,필기
460,SQLP(국가공인 SQL 전문가),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLP : (부산) 경성대학교 건학기념관 401호,2017-07-11,필기
461,SQLP(국가공인 SQL 전문가),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLP : (대전) 충남대학교 공과대학2호관 258A,2017-07-11,필기
462,SQLP(국가공인 SQL 전문가),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLP : (대구) 영남이공대 컴퓨터정보관 121호,2017-07-11,필기
463,SQLP(국가공인 SQL 전문가),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLP : (서울) 동국대학교 문화관 2층,2017-07-11,필기
464,SQLD(국가공인 SQL 개발자),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,"제25회 SQLD : (대구) 영남이공대 컴퓨터정보관 121호, 122호",2017-07-11,필기
465,SQLD(국가공인 SQL 개발자),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,"제25회 SQLD : (부산) 경성대학교 건학기념관 401호, 402호",2017-07-11,필기
466,SQLD(국가공인 SQL 개발자),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,"제25회 SQLD : (서울) 동국대학교 문화관 2, 3, 4층",2017-07-11,필기
467,SQLD(국가공인 SQL 개발자),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,"제25회 SQLD : (대전) 충남대학교 공과대학2호관 258A, B, C, D",2017-07-11,필기
468,SQLD(국가공인 SQL 개발자),일반검정,25,2017-06-10,13:00:00,2017-03-20,2017-05-29,제25회 SQLD : (광주) 김대중컨벤션센터 중소회의실 204호,2017-07-11,필기
469,DAP(국가공인 데이터아키텍처 전문가),일반검정,36,2017-06-17,13:00:00,2017-03-27,2017-06-07,제36회 DAP: (대전) 충남대학교 공과대학 2호관 258A,2017-07-18,필기
470,DAP(국가공인 데이터아키텍처 전문가),일반검정,36,2017-06-17,13:00:00,2017-03-27,2017-06-07,제36회 DAP: (부산) 경성대학교 정보관(26호관) B109,2017-07-18,필기
471,DAP(국가공인 데이터아키텍처 전문가),일반검정,36,2017-06-17,13:00:00,2017-03-27,2017-06-07,제36회 DAP: (서울) 동국대학교 문화관 3층,2017-07-18,필기
472,DAsP(데이터아키텍처 준전문가),일반검정,31,2017-06-17,13:00:00,2017-03-27,2017-06-07,제31회 DAsP: (서울) 동국대학교 문화관 3층,2017-07-18,필기
473,DAsP(데이터아키텍처 준전문가),일반검정,31,2017-06-17,13:00:00,2017-03-27,2017-06-07,제31회 DAsP: (부산)  경성대학교 정보관(26호관) B109,2017-07-18,필기
474,DAsP(데이터아키텍처 준전문가),일반검정,31,2017-06-17,13:00:00,2017-03-27,2017-06-07,제31회 DAsP: (대전) 충남대학교 공과대학 2호관 258A,2017-07-18,필기
475,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-09-02,13:00:00,2017-03-06,2017-08-21,제9회 ADP : (부산) 경성대학교 건학기념관 30호관 4층,2017-10-02,필기
476,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-09-02,13:00:00,2017-03-06,2017-08-21,"제9회 ADP : (대전)충남대학교 공과대학 2호관 258A, B, C, D",2017-10-02,필기
477,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-09-02,13:00:00,2017-03-06,2017-08-21,"제9회 ADP : (서울)동국대학교 경영관(0090001~0090080), 문화관(0090081~0090169)",2017-10-02,필기
478,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-09-02,13:00:00,2017-03-06,2017-08-21,"제9회 ADP : (광주)김대중컨벤션센터 중소회의실 308호, 309호",2017-10-02,필기
479,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-09-02,13:00:00,2017-03-06,2017-08-21,"제9회 ADP :  (대구)영남이공대 컴퓨터정보관 121호, 122호",2017-10-02,필기
480,ADsP(국가공인 데이터분석 준전문가),일반검정,14,2017-09-02,13:00:00,2017-05-29,2017-08-21," 제14회 ADsP : (광주) 김대중컨벤션센터 중소회의실 308호, 309호",2017-10-02,필기
481,ADsP(국가공인 데이터분석 준전문가),일반검정,14,2017-09-02,13:00:00,2017-05-29,2017-08-21," 제14회 ADsP : (대구) 영남이공대 컴퓨터정보관 121호, 122호",2017-10-02,필기
482,ADsP(국가공인 데이터분석 준전문가),일반검정,14,2017-09-02,13:00:00,2017-05-29,2017-08-21," 제14회 ADsP : (대전) 충남대학교 공과대학 2호관 258A, B, C, D",2017-10-02,필기
483,ADsP(국가공인 데이터분석 준전문가),일반검정,14,2017-09-02,13:00:00,2017-05-29,2017-08-21, 제14회 ADsP : (부산) 경성대학교 건학기념관 30호관 4층,2017-10-02,필기
484,ADsP(국가공인 데이터분석 준전문가),일반검정,14,2017-09-02,13:00:00,2017-05-29,2017-08-21," 제14회 ADsP : (서울) 동국대학교 문화관 2,3,4층",2017-10-02,필기
485,SQLP(국가공인 SQL 전문가),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLP : (부산) 경성대학교 건학기념관(30호관) 4층,2017-10-10,필기
486,SQLP(국가공인 SQL 전문가),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLP : (대전) 충남대학교 공과대학 2호관 258A,2017-10-10,필기
487,SQLP(국가공인 SQL 전문가),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLP : (서울) 동국대학교 문화관 2층,2017-10-10,필기
488,SQLP(국가공인 SQL 전문가),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLP : (광주) 김대중컨벤션센터 중소회의실 213호,2017-10-10,필기
489,SQLP(국가공인 SQL 전문가),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLP : (대구) 영남이공대 컴퓨터정보관 121호,2017-10-10,필기
490,SQLD(국가공인 SQL 개발자),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,제26회 SQLD: (광주) 김대중컨벤션센터 중소회의실 213호,2017-10-10,필기
491,SQLD(국가공인 SQL 개발자),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,"제26회 SQLD: (대구) 영남이공대 컴퓨터정보관 2층 121호, 122호",2017-10-10,필기
492,SQLD(국가공인 SQL 개발자),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,"제26회 SQLD : (서울) 동국대 문화관(0260001~0261182), 사회과학관 4층(0261183~0261255)",2017-10-10,필기
493,SQLD(국가공인 SQL 개발자),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,"제26회 SQLD: (부산) 경성대학교 건학기념관(30호관) 401호, 402호",2017-10-10,필기
494,SQLD(국가공인 SQL 개발자),일반검정,26,2017-09-09,13:00:00,2017-06-12,2017-08-28,"제26회 SQLD: (대전) 충남대학교 공과대학 2호관 258A, B, C, D",2017-10-10,필기
495,DAP(국가공인 데이터아키텍처 전문가),일반검정,37,2017-09-16,13:00:00,2017-06-19,2017-09-04,제37회 DAP: (부산) 부산디자인센터 3층,2017-10-17,필기
496,DAP(국가공인 데이터아키텍처 전문가),일반검정,37,2017-09-16,13:00:00,2017-06-19,2017-09-04,제37회 DAP: (대전) 충남대학교 공과대학 2호관 258A,2017-10-17,필기
497,DAP(국가공인 데이터아키텍처 전문가),일반검정,37,2017-09-16,13:00:00,2017-06-19,2017-09-04,제37회 DAP: (서울) 동국대학교 문화관 3층,2017-10-17,필기
498,DAsP(데이터아키텍처 준전문가),일반검정,32,2017-09-16,13:00:00,2017-06-19,2017-09-04,제32회 DAsP: (부산) 부산디자인센터 3층,2017-10-17,필기
499,DAsP(데이터아키텍처 준전문가),일반검정,32,2017-09-16,13:00:00,2017-06-19,2017-09-04,제32회 DAsP: (대전) 충남대학교 공과대학 2호관 258A,2017-10-17,필기
500,DAsP(데이터아키텍처 준전문가),일반검정,32,2017-09-16,13:00:00,2017-06-19,2017-09-04,제32회 DAsP: (서울) 동국대학교 문화관 3층,2017-10-17,필기
501,ADP(국가공인 데이터분석 전문가),일반검정,9,2017-10-28,13:00:00,2017-05-01,2017-10-16,제9회 ADP 실기 검정 : (서울) 한국데이터진흥원,2017-11-28,실기
502,ADsP(국가공인 데이터분석 준전문가),일반검정,15,2017-11-25,13:00:00,2017-09-04,2017-11-13,제15회 ADsP : (부산) 벡스코 제2전시장 3층                  ,2017-12-27,필기
503,ADsP(국가공인 데이터분석 준전문가),일반검정,15,2017-11-25,13:00:00,2017-09-04,2017-11-13,"제15회 ADsP : (광주) 김대중컨벤션센터 중소회의실 308호, 309호",2017-12-27,필기
504,ADsP(국가공인 데이터분석 준전문가),일반검정,15,2017-11-25,13:00:00,2017-09-04,2017-11-13,제15회 ADsP : (대구) 영남이공대 컴퓨터정보관 2층,2017-12-27,필기
